,location,size,total_sqft,bath,price,bhk
487,Anekal,2 BHK,614.0,1.0,28.0,2
488,Anekal,2 BHK,1140.0,2.0,52.0,2
489,Anekal,2 BHK,625.0,1.0,25.0,2
490,Anjanapura,4 BHK,1850.0,4.0,86.0,4
491,Anjanapura,2 BHK,1070.0,2.0,39.0,2
492,Anjanapura,3 Bedroom,1500.0,3.0,121.0,3
493,Anjanapura,2 BHK,1070.0,2.0,37.0,2
494,Anjanapura,2 BHK,950.0,2.0,40.0,2
495,Anjanapura,3 BHK,1280.0,2.0,45.0,3
496,Anjanapura,2 BHK,710.0,2.0,25.0,2
498,Anjanapura,2 BHK,950.0,2.0,32.0,2
499,Anjanapura,4 BHK,1800.0,4.0,55.0,4
500,Anjanapura,3 BHK,1843.0,3.0,87.54,3
501,Anjanapura,2 BHK,1076.0,2.0,30.13,2
502,Anjanapura,2 BHK,950.0,2.0,30.0,2
503,Ardendale,3 BHK,1750.0,3.0,100.0,3
504,Ardendale,4 BHK,3198.0,4.0,200.0,4
505,Ardendale,4 BHK,2422.0,4.0,160.0,4
506,Ardendale,3 BHK,1750.0,3.0,100.0,3
507,Ardendale,4 Bedroom,3200.0,4.0,205.0,4
508,Ardendale,3 BHK,1728.0,3.0,95.0,3
509,Ardendale,4 BHK,2062.0,3.0,140.0,4
510,Ardendale,3 BHK,1732.46,3.0,92.0,3
511,Ardendale,4 BHK,2062.0,3.0,150.0,4
513,Ardendale,2 BHK,1224.0,2.0,70.0,2
514,Ardendale,3 BHK,1777.26,3.0,105.0,3
515,Ardendale,3 BHK,1650.0,3.0,82.0,3
516,Ardendale,4 BHK,2062.0,3.0,140.0,4
517,Ardendale,3 BHK,1650.0,3.0,82.0,3
518,Ardendale,2 BHK,1224.0,2.0,67.0,2
519,Ardendale,3 BHK,1723.0,3.0,95.0,3
520,Ardendale,3 BHK,1777.26,3.0,89.0,3
521,Ardendale,3 BHK,1777.26,3.0,92.0,3
522,Arekere,3 BHK,2060.0,3.0,140.0,3
523,Arekere,2 BHK,920.0,2.0,40.0,2
524,Arekere,3 BHK,1740.0,2.0,95.0,3
525,Arekere,2 BHK,1190.0,2.0,55.0,2
526,Arekere,1 BHK,600.0,1.0,28.0,1
527,Arekere,3 BHK,2072.0,3.0,108.0,3
528,Arekere,2 BHK,1100.0,2.0,55.0,2
529,Arekere,2 BHK,900.0,2.0,50.0,2
530,Arekere,4 BHK,2710.0,6.0,142.0,4
531,Arekere,2 BHK,1240.0,2.0,60.0,2
532,Arekere,2 BHK,900.0,2.0,44.5,2
533,Attibele,1 BHK,450.0,1.0,11.0,1
534,Attibele,4 Bedroom,1600.0,4.0,52.8,4
535,Attibele,2 BHK,656.0,2.0,25.0,2
536,Attibele,1 BHK,400.0,1.0,11.0,1
537,Attibele,1 BHK,400.0,1.0,12.0,1
538,Attibele,1 BHK,400.0,1.0,14.0,1
539,Attibele,1 BHK,500.0,1.0,17.0,1
540,Attibele,4 Bedroom,2168.0,4.0,95.0,4
541,Attibele,1 BHK,395.0,1.0,10.25,1
542,Attibele,1 BHK,420.0,1.0,17.0,1
544,Attibele,1 BHK,418.0,1.0,12.0,1
545,Attibele,2 BHK,1200.0,2.0,42.0,2
546,Attibele,1 BHK,400.0,1.0,10.0,1
547,Attibele,2 BHK,695.0,1.0,25.0,2
548,Attibele,2 BHK,850.0,1.0,25.0,2
549,Attibele,3 Bedroom,2400.0,3.0,120.0,3
550,Attibele,1 BHK,450.0,1.0,12.5,1
554,Attibele,1 BHK,782.0,1.0,19.55,1
556,Attibele,2 BHK,656.0,2.0,25.0,2
557,Attibele,1 BHK,400.0,1.0,11.5,1
558,Attibele,1 BHK,460.0,1.0,13.0,1
559,Attibele,1 BHK,418.0,2.0,11.5,1
560,Attibele,2 Bedroom,1000.0,2.0,42.0,2
561,Attibele,1 BHK,550.0,1.0,11.5,1
563,Attibele,1 BHK,410.0,1.0,10.0,1
564,Attibele,3 Bedroom,1700.0,3.0,65.0,3
565,Attibele,1 BHK,400.0,1.0,10.25,1
566,Attibele,2 BHK,656.0,2.0,25.0,2
567,Attibele,3 Bedroom,1500.0,3.0,90.0,3
568,Attibele,1 BHK,520.0,1.0,15.0,1
569,BEML Layout,2 BHK,1060.0,2.0,55.0,2
571,BEML Layout,2 BHK,999.0,2.0,45.0,2
572,BEML Layout,5 Bedroom,2400.0,4.0,225.0,5
574,BEML Layout,2 BHK,1194.0,2.0,65.0,2
575,BEML Layout,2 BHK,1200.0,2.0,67.0,2
576,BEML Layout,2 Bedroom,2400.0,2.0,228.0,2
579,BEML Layout,2 BHK,1194.0,2.0,65.0,2
580,BTM 2nd Stage,3 Bedroom,1260.0,5.0,185.0,3
581,BTM 2nd Stage,2 BHK,950.0,2.0,52.0,2
582,BTM 2nd Stage,3 BHK,1850.0,3.0,170.0,3
583,BTM 2nd Stage,2 BHK,1200.0,2.0,80.0,2
584,BTM 2nd Stage,2 BHK,1274.0,2.0,70.0,2
586,BTM 2nd Stage,2 BHK,1070.0,2.0,48.0,2
587,BTM 2nd Stage,2 BHK,1280.0,2.0,80.0,2
588,BTM 2nd Stage,2 BHK,1100.0,2.0,70.0,2
589,BTM 2nd Stage,2 BHK,1000.0,2.0,58.0,2
590,BTM 2nd Stage,5 Bedroom,2990.0,5.0,416.0,5
591,BTM 2nd Stage,2 BHK,1265.0,2.0,55.0,2
592,BTM 2nd Stage,3 BHK,2200.0,3.0,220.0,3
593,BTM 2nd Stage,3 BHK,2780.0,4.0,325.0,3
594,BTM 2nd Stage,3 Bedroom,2400.0,2.0,360.0,3
595,BTM 2nd Stage,2 BHK,965.0,2.0,56.0,2
596,BTM 2nd Stage,2 BHK,1147.0,2.0,75.0,2
597,BTM 2nd Stage,3 BHK,1750.0,3.0,172.0,3
598,BTM 2nd Stage,2 BHK,1400.0,2.0,90.0,2
599,BTM 2nd Stage,2 BHK,1200.0,2.0,70.0,2
600,BTM 2nd Stage,2 BHK,1100.0,2.0,47.0,2
601,BTM 2nd Stage,2 BHK,930.0,2.0,46.0,2
603,BTM 2nd Stage,3 BHK,2500.0,3.0,345.0,3
604,BTM Layout,2 BHK,1150.0,2.0,63.0,2
605,BTM Layout,6 Bedroom,3300.0,6.0,165.0,6
606,BTM Layout,3 BHK,1450.0,2.0,81.0,3
607,BTM Layout,3 BHK,1776.0,2.0,75.0,3
608,BTM Layout,3 BHK,1458.0,3.0,79.0,3
609,BTM Layout,2 BHK,935.0,2.0,51.5,2
610,BTM Layout,2 BHK,1020.0,2.0,46.5,2
611,BTM Layout,3 BHK,1600.0,3.0,112.0,3
612,BTM Layout,3 BHK,1300.0,2.0,75.0,3
613,BTM Layout,3 BHK,1540.0,2.0,78.0,3
614,BTM Layout,1 BHK,450.0,1.0,20.0,1
615,BTM Layout,2 BHK,1196.0,2.0,56.81,2
616,BTM Layout,3 BHK,1470.0,2.0,99.0,3
619,Babusapalaya,3 BHK,1611.0,2.0,66.0,3
621,Babusapalaya,3 BHK,1675.0,3.0,75.0,3
622,Babusapalaya,2 BHK,1141.0,2.0,46.0,2
623,Babusapalaya,2 BHK,1500.0,2.0,57.0,2
625,Babusapalaya,2 BHK,1050.0,2.0,45.0,2
626,Babusapalaya,2 BHK,1141.0,2.0,45.9,2
628,Babusapalaya,3 BHK,1230.0,3.0,53.0,3
629,Babusapalaya,2 BHK,1105.0,2.0,40.0,2
630,Babusapalaya,3 BHK,1410.0,2.0,65.0,3
631,Babusapalaya,2 BHK,1450.0,2.0,55.99,2
632,Babusapalaya,2 BHK,1100.0,2.0,38.0,2
634,Babusapalaya,2 BHK,1061.0,2.0,33.84,2
635,Babusapalaya,2 BHK,1061.0,2.0,38.95,2
636,Babusapalaya,2 BHK,1061.0,2.0,34.0,2
637,Babusapalaya,2 BHK,1245.0,2.0,58.0,2
638,Badavala Nagar,3 BHK,1494.0,2.0,94.55,3
639,Badavala Nagar,2 BHK,1274.0,2.0,81.0,2
640,Badavala Nagar,3 BHK,1842.0,3.0,115.0,3
641,Badavala Nagar,3 BHK,1494.0,2.0,94.55,3
642,Badavala Nagar,2 BHK,1274.0,2.0,81.0,2
643,Badavala Nagar,3 BHK,1494.0,2.0,94.55,3
644,Badavala Nagar,3 BHK,1842.0,3.0,115.0,3
645,Badavala Nagar,3 BHK,1842.0,3.0,115.0,3
646,Badavala Nagar,3 BHK,1842.0,3.0,115.0,3
647,Balagere,2 BHK,1210.0,2.0,80.9,2
648,Balagere,2 BHK,1210.0,2.0,72.0,2
649,Balagere,2 BHK,1205.0,2.0,78.5,2
650,Balagere,1 BHK,790.5,1.0,41.9,1
653,Balagere,2 BHK,1020.07,2.0,68.38,2
654,Balagere,2 BHK,1205.47,2.0,81.0,2
655,Balagere,2 BHK,1007.0,2.0,65.0,2
657,Balagere,2 BHK,1210.0,2.0,74.0,2
658,Balagere,2 BHK,1210.0,2.0,83.0,2
659,Balagere,1 BHK,675.0,1.0,45.0,1
660,Balagere,1 BHK,656.0,1.0,43.0,1
662,Balagere,2 BHK,1012.0,2.0,64.0,2
663,Balagere,2 BHK,1007.0,2.0,62.0,2
664,Balagere,2 BHK,1007.0,2.0,67.0,2
665,Balagere,2 BHK,1007.0,2.0,66.0,2
668,Balagere,1 BHK,645.0,1.0,34.18,1
671,Balagere,1 BHK,790.5,1.0,42.295,1
672,Balagere,2 BHK,1012.0,2.0,65.0,2
673,Balagere,1 BHK,656.0,1.0,38.77,1
674,Balagere,1 BHK,645.0,1.0,39.0,1
675,Balagere,1 BHK,645.0,1.0,41.0,1
676,Balagere,2 BHK,1210.0,2.0,82.0,2
677,Balagere,1 BHK,656.0,1.0,34.77,1
678,Balagere,2 BHK,1205.0,2.0,73.87,2
679,Balagere,2 BHK,1012.0,2.0,70.0,2
680,Balagere,2 BHK,1007.0,2.0,68.0,2
682,Balagere,2 BHK,1205.0,2.0,79.0,2
683,Balagere,2 BHK,1012.0,2.0,68.0,2
685,Banashankari,2 BHK,1077.0,2.0,37.64,2
686,Banashankari,3 BHK,1470.0,2.0,88.64,3
687,Banashankari,3 BHK,1300.0,2.0,75.0,3
688,Banashankari,3 BHK,1800.0,3.0,115.0,3
689,Banashankari,2 BHK,1125.0,2.0,63.0,2
691,Banashankari,2 BHK,1310.0,2.0,80.0,2
692,Banashankari,3 BHK,2600.0,4.0,135.0,3
693,Banashankari,3 BHK,1900.0,2.0,170.0,3
694,Banashankari,2 BHK,1260.0,2.0,75.0,2
695,Banashankari,2 BHK,1170.0,2.0,46.79,2
697,Banashankari,3 BHK,1350.0,2.0,83.0,3
699,Banashankari,2 BHK,1330.0,2.0,78.0,2
700,Banashankari,3 BHK,1400.0,2.0,78.0,3
701,Banashankari,3 BHK,1700.0,3.0,125.0,3
702,Banashankari,2 BHK,1020.0,2.0,40.79,2
703,Banashankari,2 BHK,1600.0,2.0,63.98,2
704,Banashankari,2 BHK,1041.0,2.0,36.44,2
705,Banashankari,1 BHK,2400.0,1.0,200.0,1
706,Banashankari,2 BHK,1390.0,2.0,86.0,2
707,Banashankari,2 BHK,1460.0,2.0,70.0,2
708,Banashankari,2 BHK,1200.0,2.0,60.0,2
709,Banashankari,2 BHK,1290.0,2.0,80.0,2
710,Banashankari,3 BHK,2582.0,5.0,250.0,3
711,Banashankari,2 BHK,1186.0,2.0,65.0,2
712,Banashankari,3 BHK,1650.0,3.0,101.0,3
714,Banashankari,2 BHK,1181.0,2.0,75.0,2
715,Banashankari,2 BHK,1105.0,2.0,90.0,2
716,Banashankari,1 BHK,720.0,1.0,60.0,1
717,Banashankari,2 BHK,1040.0,2.0,45.0,2
718,Banashankari,2 BHK,1330.0,2.0,77.0,2
719,Banashankari,2 BHK,1200.0,2.0,49.0,2
720,Banashankari,2 BHK,1185.0,2.0,67.0,2
721,Banashankari,2 BHK,1000.0,2.0,50.0,2
722,Banashankari,3 BHK,1650.0,3.0,90.75,3
723,Banashankari,3 BHK,1650.0,3.0,101.0,3
724,Banashankari,2 BHK,1310.0,2.0,80.43,2
725,Banashankari,2 BHK,600.0,1.0,27.0,2
726,Banashankari,2 BHK,1430.0,2.0,87.8,2
727,Banashankari,2 BHK,1020.0,2.0,42.83,2
729,Banashankari,3 BHK,1540.0,3.0,80.0,3
730,Banashankari,2 BHK,1195.0,2.0,35.84,2
731,Banashankari,3 BHK,1683.0,3.0,115.0,3
732,Banashankari,3 BHK,1800.0,3.0,125.0,3
733,Banashankari,2 BHK,1175.0,2.0,41.13,2
734,Banashankari,3 BHK,1750.0,2.0,89.0,3
735,Banashankari,3 BHK,1800.0,3.0,175.0,3
736,Banashankari,2 BHK,1450.0,2.0,50.75,2
737,Banashankari,3 BHK,1770.0,3.0,108.0,3
738,Banashankari,3 BHK,1800.0,3.0,125.0,3
741,Banashankari,3 BHK,1200.0,3.0,74.52,3
742,Banashankari,2 BHK,1100.0,2.0,63.0,2
743,Banashankari,2 BHK,1020.0,2.0,40.79,2
744,Banashankari,2 BHK,1260.0,2.0,75.0,2
746,Banashankari,3 BHK,1426.0,3.0,85.0,3
747,Banashankari Stage II,2 BHK,1700.0,2.0,150.0,2
748,Banashankari Stage II,4 Bedroom,1200.0,2.0,150.0,4
749,Banashankari Stage II,3 BHK,1500.0,2.0,120.0,3
750,Banashankari Stage II,5 Bedroom,2400.0,3.0,510.0,5
751,Banashankari Stage II,3 BHK,1240.0,2.0,59.52,3
752,Banashankari Stage II,2 BHK,1250.0,2.0,110.0,2
753,Banashankari Stage II,3 BHK,1260.0,2.0,95.0,3
754,Banashankari Stage II,3 Bedroom,2400.0,2.0,300.0,3
755,Banashankari Stage II,2 BHK,1400.0,2.0,100.0,2
756,Banashankari Stage II,5 BHK,2800.0,3.0,425.0,5
757,Banashankari Stage II,3 Bedroom,3000.0,3.0,450.0,3
758,Banashankari Stage II,3 BHK,1200.0,2.0,198.0,3
759,Banashankari Stage II,2 BHK,1245.0,2.0,125.0,2
760,Banashankari Stage III,3 BHK,1305.0,2.0,58.7,3
761,Banashankari Stage III,2 BHK,1145.0,2.0,58.4,2
762,Banashankari Stage III,3 BHK,1650.0,3.0,118.0,3
763,Banashankari Stage III,4 Bedroom,2400.0,4.0,240.0,4
764,Banashankari Stage III,3 BHK,1350.0,2.0,68.0,3
766,Banashankari Stage III,3 BHK,1305.0,2.0,59.0,3
767,Banashankari Stage III,3 BHK,1305.0,2.0,60.0,3
768,Banashankari Stage III,2 BHK,1200.0,2.0,42.0,2
769,Banashankari Stage III,3 BHK,1305.0,2.0,59.0,3
770,Banashankari Stage III,3 BHK,1480.0,3.0,75.48,3
771,Banashankari Stage III,3 BHK,1305.0,2.0,59.0,3
772,Banashankari Stage III,2 BHK,1304.0,2.0,111.0,2
773,Banashankari Stage III,6 Bedroom,3000.0,6.0,150.0,6
774,Banashankari Stage III,2 BHK,1085.0,2.0,50.0,2
775,Banashankari Stage III,3 BHK,1500.0,2.0,100.0,3
776,Banashankari Stage III,4 Bedroom,2100.0,3.0,147.0,4
777,Banashankari Stage III,3 BHK,1420.0,2.0,95.0,3
778,Banashankari Stage V,3 BHK,1300.0,2.0,58.5,3
779,Banashankari Stage V,3 BHK,1305.0,2.0,49.0,3
780,Banashankari Stage V,2 BHK,1035.0,2.0,35.77,2
781,Banashankari Stage V,3 BHK,1355.0,2.0,61.0,3
782,Banashankari Stage V,3 BHK,1510.0,3.0,47.57,3
783,Banashankari Stage V,3 BHK,1650.0,3.0,51.98,3
784,Banashankari Stage V,3 BHK,1630.0,3.0,51.35,3
785,Banashankari Stage V,3 BHK,1510.0,3.0,47.57,3
786,Banashankari Stage V,3 BHK,1315.0,2.0,49.0,3
787,Banashankari Stage V,3 BHK,1540.0,3.0,48.51,3
788,Banashankari Stage V,2 BHK,920.0,2.0,41.5,2
789,Banashankari Stage VI,2 BHK,1177.5,2.0,59.935,2
790,Banashankari Stage VI,4 Bedroom,4800.0,4.0,190.0,4
791,Banashankari Stage VI,4 Bedroom,2800.0,4.0,89.0,4
792,Banashankari Stage VI,4 Bedroom,2200.0,4.0,195.0,4
793,Banashankari Stage VI,2 BHK,1160.0,2.0,59.0,2
794,Banashankari Stage VI,2 BHK,1180.0,2.0,59.47,2
795,Banashankari Stage VI,3 BHK,1423.0,2.0,71.73,3
796,Banashankari Stage VI,3 BHK,1392.0,3.0,69.46,3
797,Banashankari Stage VI,3 BHK,1410.5,2.0,70.385,3
798,Banashankari Stage VI,4 Bedroom,4800.0,3.0,200.0,4
799,Banaswadi,2 BHK,1184.0,2.0,53.0,2
800,Banaswadi,2 BHK,1145.0,2.0,55.0,2
801,Banaswadi,2 BHK,1250.0,2.0,60.0,2
802,Banaswadi,2 BHK,1365.0,2.0,73.0,2
803,Banaswadi,5 Bedroom,1903.0,6.0,140.0,5
804,Banaswadi,2 BHK,1222.0,2.0,80.0,2
805,Banaswadi,2 BHK,870.0,2.0,38.0,2
806,Banaswadi,2 BHK,1200.0,2.0,60.0,2
808,Banaswadi,1 RK,527.0,1.0,35.0,1
809,Banaswadi,2 BHK,1340.0,2.0,73.0,2
810,Banaswadi,2 BHK,1008.0,2.0,52.0,2
811,Banaswadi,2 BHK,1105.0,2.0,57.0,2
812,Banjara Layout,2 Bedroom,1200.0,2.0,70.0,2
813,Banjara Layout,2 Bedroom,1050.0,2.0,64.8,2
814,Banjara Layout,2 Bedroom,753.0,3.0,59.5,2
815,Banjara Layout,3 Bedroom,2500.0,4.0,140.0,3
816,Bannerghatta,4 BHK,3012.0,6.0,250.0,4
817,Bannerghatta,3 BHK,1665.0,3.0,110.0,3
818,Bannerghatta,3 BHK,2370.0,4.0,195.0,3
819,Bannerghatta,2 BHK,1100.0,2.0,66.0,2
820,Bannerghatta,4 BHK,2895.5,2.0,246.0,4
821,Bannerghatta,2 BHK,1113.0,2.0,70.0,2
822,Bannerghatta,2 BHK,1200.0,2.0,73.2,2
823,Bannerghatta,2 BHK,1070.0,2.0,87.0,2
824,Bannerghatta,3 BHK,1776.0,3.0,124.0,3
825,Bannerghatta,3 BHK,1776.0,3.0,150.0,3
826,Bannerghatta Road,1 BHK,500.0,1.0,18.5,1
827,Bannerghatta Road,2 BHK,1050.0,2.0,65.0,2
828,Bannerghatta Road,3 BHK,1170.0,2.0,66.0,3
829,Bannerghatta Road,1 BHK,595.0,1.0,33.32,1
830,Bannerghatta Road,3 BHK,1445.0,3.0,95.0,3
831,Bannerghatta Road,3 BHK,1640.0,2.0,120.0,3
833,Bannerghatta Road,3 BHK,1460.0,2.0,90.0,3
835,Bannerghatta Road,2 BHK,1179.0,2.0,66.02,2
836,Bannerghatta Road,2 BHK,1122.5,2.0,58.935,2
837,Bannerghatta Road,2 BHK,793.0,2.0,45.0,2
839,Bannerghatta Road,2 BHK,1400.0,2.0,78.0,2
841,Bannerghatta Road,2 BHK,1215.0,2.0,50.0,2
842,Bannerghatta Road,3 BHK,1654.0,3.0,100.0,3
843,Bannerghatta Road,2 BHK,1181.0,2.0,55.0,2
845,Bannerghatta Road,2 BHK,1200.0,2.0,75.0,2
847,Bannerghatta Road,1 BHK,595.0,1.0,31.83,1
848,Bannerghatta Road,2 BHK,1105.0,2.0,51.0,2
849,Bannerghatta Road,2 BHK,1255.0,2.0,65.26,2
851,Bannerghatta Road,3 BHK,1550.0,3.0,82.0,3
853,Bannerghatta Road,3 BHK,1650.0,3.0,122.0,3
854,Bannerghatta Road,2 BHK,912.0,2.0,55.0,2
855,Bannerghatta Road,2 BHK,1218.0,2.0,73.0,2
857,Bannerghatta Road,2 BHK,1115.0,2.0,65.12,2
859,Bannerghatta Road,3 BHK,1893.0,3.0,100.0,3
860,Bannerghatta Road,3 BHK,1600.0,3.0,95.0,3
861,Bannerghatta Road,2 BHK,1275.0,2.0,65.0,2
862,Bannerghatta Road,2 BHK,892.0,2.0,39.0,2
864,Bannerghatta Road,2 BHK,1260.0,2.0,70.0,2
866,Bannerghatta Road,2 BHK,1157.0,2.0,40.0,2
867,Bannerghatta Road,2 BHK,1150.0,2.0,65.0,2
869,Bannerghatta Road,2 BHK,1100.0,2.0,39.0,2
871,Bannerghatta Road,3 BHK,1725.0,3.0,110.0,3
872,Bannerghatta Road,6 Bedroom,1850.0,6.0,150.0,6
874,Bannerghatta Road,2 BHK,950.0,2.0,38.0,2
875,Bannerghatta Road,2 BHK,1220.0,2.0,80.0,2
876,Bannerghatta Road,2 BHK,1130.0,2.0,78.0,2
878,Bannerghatta Road,3 BHK,1486.0,3.0,83.22,3
880,Bannerghatta Road,2 BHK,1015.0,2.0,48.0,2
881,Bannerghatta Road,2 BHK,1115.0,2.0,61.0,2
882,Bannerghatta Road,2 BHK,1136.0,2.0,48.0,2
883,Bannerghatta Road,4 BHK,2700.0,4.0,260.0,4
884,Bannerghatta Road,3 BHK,1200.0,2.0,69.0,3
885,Bannerghatta Road,3 BHK,1465.0,2.0,76.0,3
886,Bannerghatta Road,2 BHK,1302.5,2.0,67.73,2
887,Bannerghatta Road,2 BHK,1200.0,2.0,65.0,2
888,Bannerghatta Road,2 BHK,1240.0,2.0,65.0,2
889,Bannerghatta Road,3 BHK,1476.0,3.0,125.0,3
891,Bannerghatta Road,3 BHK,1532.5,3.0,84.29,3
893,Bannerghatta Road,2 BHK,1268.0,2.0,69.0,2
894,Bannerghatta Road,3 BHK,1450.0,2.0,87.0,3
895,Bannerghatta Road,4 BHK,2932.0,5.0,195.0,4
898,Bannerghatta Road,2 BHK,960.0,2.0,58.0,2
899,Bannerghatta Road,3 BHK,1750.0,3.0,130.0,3
900,Bannerghatta Road,2 BHK,1275.0,2.0,73.0,2
902,Bannerghatta Road,2 BHK,1240.0,2.0,71.0,2
904,Bannerghatta Road,2 BHK,1215.0,2.0,68.0,2
905,Bannerghatta Road,2 BHK,1215.0,2.0,68.0,2
906,Bannerghatta Road,3 BHK,1894.0,3.0,115.0,3
908,Bannerghatta Road,3 BHK,1693.0,3.0,89.0,3
909,Bannerghatta Road,2 BHK,1280.0,2.0,60.16,2
911,Bannerghatta Road,1 BHK,630.0,1.0,35.0,1
912,Bannerghatta Road,2 BHK,1215.0,2.0,68.0,2
913,Bannerghatta Road,3 BHK,1365.0,3.0,76.18,3
914,Bannerghatta Road,2 BHK,1115.0,2.0,78.0,2
915,Bannerghatta Road,3 BHK,1532.5,3.0,79.465,3
917,Bannerghatta Road,3 BHK,1655.0,3.0,90.0,3
918,Bannerghatta Road,2 BHK,1247.0,2.0,47.39,2
919,Bannerghatta Road,2 BHK,1237.5,2.0,49.49,2
920,Bannerghatta Road,3 BHK,1650.0,3.0,94.0,3
921,Bannerghatta Road,2 BHK,905.0,2.0,65.0,2
922,Bannerghatta Road,2 BHK,1000.0,2.0,50.0,2
923,Bannerghatta Road,4 BHK,2185.0,3.0,120.0,4
924,Bannerghatta Road,2 BHK,1012.0,2.0,45.0,2
926,Bannerghatta Road,3 BHK,1460.0,2.0,80.0,3
927,Bannerghatta Road,2 BHK,1340.0,2.0,85.0,2
928,Bannerghatta Road,3 BHK,1711.0,3.0,125.0,3
929,Bannerghatta Road,3 BHK,1520.0,2.0,81.0,3
930,Bannerghatta Road,3 Bedroom,2826.0,3.0,148.0,3
931,Bannerghatta Road,2 BHK,1115.0,2.0,61.0,2
932,Bannerghatta Road,2 BHK,1154.0,2.0,47.0,2
933,Bannerghatta Road,2 BHK,1000.0,2.0,44.5,2
934,Bannerghatta Road,2 BHK,1250.0,2.0,48.0,2
935,Bannerghatta Road,3 BHK,1640.0,3.0,105.0,3
937,Bannerghatta Road,2 BHK,1012.0,2.0,44.0,2
938,Bannerghatta Road,3 BHK,1527.0,3.0,115.0,3
941,Bannerghatta Road,3 BHK,1550.0,3.0,96.0,3
942,Bannerghatta Road,2 BHK,1200.0,2.0,78.0,2
943,Bannerghatta Road,3 BHK,1885.0,3.0,125.0,3
945,Bannerghatta Road,3 BHK,1450.0,2.0,78.0,3
946,Bannerghatta Road,1 BHK,700.0,1.0,31.2,1
949,Bannerghatta Road,2 BHK,905.0,2.0,58.0,2
951,Bannerghatta Road,3 BHK,1920.0,3.0,122.0,3
952,Bannerghatta Road,4 Bedroom,2400.0,4.0,180.0,4
954,Bannerghatta Road,2 BHK,1270.0,2.0,45.0,2
955,Bannerghatta Road,3 BHK,1520.0,2.0,80.0,3
956,Bannerghatta Road,3 BHK,1270.0,2.0,73.0,3
957,Bannerghatta Road,3 BHK,1846.0,3.0,120.0,3
959,Bannerghatta Road,2 BHK,1122.5,2.0,61.74,2
960,Bannerghatta Road,3 BHK,1655.0,3.0,95.0,3
961,Bannerghatta Road,2 BHK,1206.0,2.0,53.0,2
962,Bannerghatta Road,2 BHK,1150.0,2.0,55.0,2
963,Bannerghatta Road,2 BHK,1215.0,2.0,65.0,2
964,Bannerghatta Road,3 BHK,1510.0,2.0,110.0,3
965,Bannerghatta Road,2 BHK,1022.0,2.0,35.0,2
966,Bannerghatta Road,2 BHK,1246.0,2.0,47.35,2
967,Bannerghatta Road,3 BHK,1470.0,2.0,85.0,3
968,Bannerghatta Road,2 BHK,1160.0,2.0,45.0,2
969,Bannerghatta Road,2 BHK,970.0,2.0,57.0,2
970,Bannerghatta Road,3 BHK,1527.0,3.0,142.0,3
973,Basavangudi,2 BHK,1036.0,2.0,105.0,2
974,Basavangudi,4 BHK,2600.0,4.0,260.0,4
975,Basavangudi,3 BHK,1600.0,2.0,160.0,3
976,Basavangudi,2 BHK,1560.0,2.0,145.0,2
978,Basavangudi,3 BHK,1800.0,3.0,195.0,3
979,Basavangudi,2 BHK,1100.0,2.0,93.0,2
981,Basavangudi,2 BHK,1050.0,2.0,103.0,2
984,Basavangudi,2 BHK,1180.0,2.0,124.0,2
986,Basavangudi,2 BHK,1200.0,2.0,120.0,2
988,Basavangudi,4 BHK,2453.0,3.0,250.0,4
989,Basaveshwara Nagar,5 Bedroom,4500.0,5.0,415.0,5
990,Basaveshwara Nagar,3 BHK,1865.0,3.0,145.0,3
991,Basaveshwara Nagar,2 BHK,1200.0,2.0,90.0,2
992,Basaveshwara Nagar,5 Bedroom,2400.0,4.0,310.0,5
993,Basaveshwara Nagar,2 BHK,1200.0,2.0,80.0,2
994,Basaveshwara Nagar,2 BHK,900.0,2.0,60.0,2
995,Basaveshwara Nagar,3 BHK,1900.0,3.0,150.0,3
996,Basaveshwara Nagar,2 BHK,1200.0,2.0,85.0,2
997,Basaveshwara Nagar,2 BHK,1200.0,2.0,70.0,2
998,Battarahalli,2 Bedroom,1200.0,2.0,65.0,2
999,Battarahalli,3 BHK,1779.0,3.0,89.61,3
1000,Battarahalli,2 BHK,1300.0,2.0,50.0,2
1001,Battarahalli,3 BHK,1945.0,3.0,97.42,3
1002,Battarahalli,3 BHK,1777.0,3.0,100.0,3
1003,Battarahalli,2 BHK,1135.0,2.0,43.0,2
1004,Battarahalli,2 BHK,1276.0,2.0,45.0,2
1005,Battarahalli,3 BHK,1880.0,3.0,94.36,3
1006,Battarahalli,2 BHK,1071.0,2.0,62.0,2
1007,Battarahalli,2 BHK,1165.0,2.0,43.0,2
1008,Battarahalli,2 BHK,1636.0,2.0,82.89,2
1009,Battarahalli,3 BHK,1779.0,3.0,90.0,3
1011,Battarahalli,2 BHK,1090.0,2.0,38.37,2
1012,Battarahalli,3 BHK,2082.0,3.0,104.0,3
1013,Battarahalli,3 BHK,2024.0,3.0,103.0,3
1014,Battarahalli,2 BHK,1097.0,2.0,49.0,2
1016,Begur,3 BHK,1419.0,2.0,59.0,3
1017,Begur,3 BHK,1580.0,3.0,75.0,3
1018,Begur,3 BHK,1559.0,3.0,63.0,3
1019,Begur,3 BHK,1445.0,2.0,47.1,3
1020,Begur,3 BHK,1475.0,2.0,74.0,3
1021,Begur,3 Bedroom,3500.0,4.0,185.0,3
1022,Begur,2 BHK,1100.0,2.0,55.0,2
